"Dear Science: Lightning, Dead Cats and Hand Sanitizer ",http://95bfm.com/sites/default/files/291117_Dear_Science.mp3 ,1152,science
Wednesday Wire with Lillian: 29th of November,http://95bfm.com/sites/default/files/Wednesday_Wire_291117_1200.mp3 ,3565,science
Women Are at the Forefront of the Sustainable Fashion Revolution | BoF VOICES,https://businessoffashion.podbean.com/e/women-are-at-the-forefront-of-the-sustainable-fashion-revolution-bof-voices/ ,1041,Fashion
Inside Iran’s Underground Fashion Industry | BoF VOICES,https://businessoffashion.podbean.com/e/inside-iran-s-underground-fashion-industry-bof-voices/ ,1724,Fashion
Inside The State of Fashion 2020 | Inside Fashion,https://businessoffashion.podbean.com/e/inside-the-state-of-fashion-2020-inside-fashion/ ,2427,Fashion
Emotion ‘n Motion Potion with Molly Tarlov,https://basicwitches.podbean.com/e/emotion-n-motion-potion-with-molly-tarlov/ ,3373,Comedy
